relation_family,node_id,node_label,node_type,degree,betweenness_undirected_projection,top_degree_5,top_betweenness_5
PERSON_EVENT_PARTICIPATION,I-0027,Korea Buddhism Promotion Foundation,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0020,Morning Calm and The Pensive Beyond,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0012,University of Delhi,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0002,Nalanda Mahavihara,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0012,Nim-ŭi Ch'immuk,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0021,Bongnyeongsa,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0052,Pŏpchŏng,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0001,Jeongbeom sunim (정범 스님),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0023,Dhyānabhadra,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0030,Rabindranath Tagore,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0029,Seong yusik non hakki,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0003,Hoeamsa,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0015,Hyŏnt'ae,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0020,Songgwangsa lineage,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0001,Hyecho,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0007,Jogye pilgrimage to the 8 great sites + Nepal,EVENTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0022,Hyŏnyu,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0024,Jungto Society,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0063,Hyoseok (Ven.),PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0077,Ch'ukwŏn Chijŏn,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0012,KBPF 2026 India pilgrimage (Dharamsala/Ajanta-Ellora/Sanchi),EVENTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0010,Hyeil (Silla esoteric monk),PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0014,Korea-India 50th anniversary cultural exchange (Jogye + ROK Embassy),EVENTS,2,1.000000,1,1
PERSON_EVENT_PARTICIPATION,P-0029,Ch'oe Nam-sŏn,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0071,Vinoba Bhave,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0051,Ko Un,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0019,Wookwan's Korean Temple Food,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0038,Mohandas Karamchand Gandhi,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0073,Hwang Su-yŏng,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0020,Ojin,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0025,Yeoraesunwon,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0010,"Korean Buddhist delegation (6 members, 국제불교문제연구소 파견)",PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0031,Nalanda University,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0028,Buddhist Broadcasting System,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0072,Yi Yŏng-jae,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0010,Global Buddhist Summit 2023,EVENTS,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0005,Delhi University - BGICBS academic MOU,EVENTS,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0028,Samguk Sagi,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,TX-0003,Samguk Yusa,TEXTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0018,Hyeryun,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0013,Pune University (SPPU),INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0015,Korean Buddhist delegation to India (국제불교문제연구소),EVENTS,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0010,Dongguk University,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0005,Jung Won-ju (정원주),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0004,Kyŏnghŭng,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0006,Jogye delegation pilgrimage Sarnath -> Bodh Gaya,EVENTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0005,T'aehyŏn,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0011,Gyeomik,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0064,Wookwan (Ven.),PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0016,Mahayeon Temple Food Culture Center,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0062,Buddhavara (Ven.),PEOPLE,1,0.000000,1,0
PERSON_EVENT_PARTICIPATION,EP-0004,Wonhaeng sunim (원행 스님),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0008,Jugyeong sunim (주경 스님),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0003,2nd Global Buddhist Summit,EVENTS,2,1.000000,1,1
PERSON_EVENT_PARTICIPATION,EP-0003,Jinwoo sunim (진우 스님),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0023,Sangwol Society,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0008,Bunhwangsa India groundbreaking,EVENTS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EV-0017,Enshrinement of Dhyānabhadra's relics at Hoeamsa,EVENTS,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0006,Marananta,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0009,Jang Jae-bok (장재복),PEOPLE,1,0.000000,0,0
PERSON_EVENT_PARTICIPATION,I-0030,International Buddhist Problems Research Institute,INSTITUTIONS,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0009,Iryŏn,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,P-0012,Baedalta,PEOPLE,0,0.000000,0,0
PERSON_EVENT_PARTICIPATION,EP-0006,Abhijit Halder,PEOPLE,2,2.000000,1,1
